¹	x1	x2	u	y
62	1.723713647887601	0.9797704817297141	1.5429146515475116	1.5749550619393011
63	-1.4028145456907406	0.6698695159266799	-0.26446326192549613	-0.1656104998615895
64	3.177887036196155	-0.20460092249287487	0.36069345996947044	0.46578473092050293
65	-3.308645541219667	0.33531629485579906	-0.19207657654651797	-0.16743179496958985
66	2.9482591725920106	0.3424729862615583	0.4604534593739754	0.3778415050488807
67	-5.812450889748149	0.4734074359733691	0.04730502591935673	0.045489606214096125
68	4.600173775224091	-0.230129602952436	0.2759198871883304	0.18471319926434643
69	-5.801427951110712	0.5828312874337838	0.16257780924945767	0.1387555623268789
70	1.7428302653868761	-0.8914174131794255	1.3710580333845608	1.4744717049745524
71	-4.37101499149734	0.3499923320656799	-0.10962119799797329	-0.1911632428767993
72	3.778073875240425	-0.9246404951540441	1.1243307917698437	1.0840185671639189
73	-3.3950966352291485	-0.4303019587242105	-0.11182077731273041	-0.075855313041166
74	5.1148857841737065	0.9365218918823348	1.078789578865811	1.0797523369696207
75	-2.683312042638116	0.4961737180791599	-0.12811910056213385	-0.056552888781982086
76	4.1568870100200055	-0.7301948109421545	0.7788329629398075	0.7248530395291751
77	-5.347562123453408	-0.3367459090379503	-0.0779845295719913	-0.07047255983896585
78	5.542596523361677	-0.8067298416497695	0.837695815286227	0.7920173871473833
79	-2.717367164753876	0.0973350993521711	-0.36023678119833347	-0.49108212534861384
80	2.81330463631118	-0.5724349282254901	0.6868916709213803	0.6855340241601711
81	-5.057020067798899	0.08577718453434446	-0.194435631278472	-0.044909541863329405
82	4.321894609285758	0.6283103895791224	0.6315386771560273	0.5812501185655139
83	-5.949626618605859	-0.5274080231012699	0.10507908110585112	-0.06089995772462878
84	1.9256331263597333	0.3991528141077072	0.6815982375878956	0.6865254241522946
85	-1.7294836388949943	-0.04866431828819495	-0.5765733964742299	-0.5868138362588448
86	4.573493155246683	0.43933591230881386	0.4172847216268549	0.5232315576291449
87	-3.602803937773752	0.5780524657025332	0.054038061478844934	0.07641400673532553
88	4.834673318046988	0.8179177534306494	0.8817451244614185	0.9578124112133007
89	-5.00096830646871	0.5817520834998864	0.13453141831760151	0.06306662899032177
90	1.457735888654582	0.05871347016994721	0.691906200589681	0.6687293262855195
91	-2.359069475133812	0.8636715638195167	0.32075991625389283	0.2299322759059644
92	1.209893082733608	-0.28183672215054223	0.9081329607396147	0.9818930513850891
93	-4.712529255593504	0.23323525871786854	-0.16149079397544586	-0.1285437323256607
94	1.2061631657024572	-0.8764654511235934	1.5993854302990909	1.5519682925893195
95	-3.227963336341086	0.3403733481968789	-0.19613277171603583	-0.15398935501020933
96	4.957764318731264	0.6488766410392699	0.6287673669167041	0.6083894780535841
97	-5.929570709354845	-0.5959611096439879	0.1815342044927835	0.08761296160765794
98	5.341222476795892	-0.10890004584891888	0.20541260941638714	0.2688546717242859
99	-2.4303895989154034	-0.7340997037484729	0.12594191007125044	0.1908039066872375
100	2.4571256529080445	-0.7372587814359457	0.9539135043238	0.9413020671387349
101	-3.5315296042613395	0.652471290322566	0.1400890823824691	0.03091470720679576
102	5.263304490513337	0.5032394198529901	0.44955825016633927	0.4912691095657149
103	-4.127904753227167	0.37616319991667657	-0.10384518707954132	-0.05987848923192643
104	2.733698400014954	-0.8644158057590692	1.116666743353981	0.9886604079045562
105	-5.5136990445262075	-0.6835350019233666	0.2812716003131611	0.23744472434904493
106	2.6258448766336824	0.38782652583880384	0.534903849594891	0.530466837391427
107	-1.4301424652658543	-0.2506135756118151	-0.6368790772092484	-0.6196486338570873
108	4.277321215057491	-0.4952286738880747	0.48427042384208907	0.42467836298607536
109	-5.683545765719468	-0.3205466333560527	-0.07791195890036036	0.04950610745299473
110	3.3293705371851843	0.08123921784857058	0.31129438113495955	0.3400573968696231
111	-3.5444970977163424	-0.6230846973842532	0.10350026415229063	0.05598320198263773
112	2.768189713945139	-0.20846166665872978	0.4084505270734563	0.2988188628938704
113	-4.00443802614709	-0.250214087610773	-0.19014530057193868	-0.3020751791165576
114	1.046207853339505	-0.14461559595765694	0.9787784254129502	1.12986658115599
115	-4.371787199336706	0.48190680189073665	0.00017116482139289957	0.08212792426138177
116	4.723688480497423	-0.29629769593632216	0.30518535630833926	0.27641260119501593
117	-1.972523014765111	-0.6909539943136165	-0.030589130159360267	0.009263428978449492
118	2.4448785757995983	0.02439958039783674	0.41306092583498183	0.44790181698504894
119	-5.850986719906683	0.39305499374872466	-0.021230796421734838	0.03322588876169419
120	3.6528492118213887	-0.7993125515223942	0.9172323778798115	0.9224631183364327
